chapter,section,axiom_number,fol,english
35,35.3,(35.12),(forall (e0 e) (iff (requiredPrecondition e0 e) (exists (e1 e2) (and (or' e e1 e2)(enable e0 e1)(enable e0 e2))))),"A required precondition is an eventuality that is an enabling condition for a disjunctive effect. That is, it is a precondition of each disjunct."
36,36.1,(36.1),(forall (e a g s) (iff (planning e a g s) (and (ecsSeq' e s a)(goal g a)(planseq s a g)))),"The activity of planning is an agent's sequence of envisionments of a causal system that is a plan for achieving one of the agent's goals. The expression (planning e a g s) says that e is an activity by agent a to plan to achieve goal g, where s is the sequence of plans produced by this activity."
36,36.1,(36.2),(forall (e0 a g) (if (pursueGoal' e0 a g) (exists (e s) (and (planning e a g s)(subevent e e0))))),Goal pursuit has planning as a subevent.
36,36.1,(36.3),(forall (a g) (if (and (person a)(goal g a)) (exists (e s c)(and (able a e c)(planning e a g s))))),"People have an ability to construct, adapt, and modify plans. Planning activity includes all types of planning, including plan adaptation, reactive planning, and constructing elaborate plans from scratch."
36,36.2,(36.4),(forall (e a1 a2 g s) (iff (collaborativePlanning e a1 a2 g s) (exists (e1 e2 s1 s2) (and (planning e1 a1 g s1)(planning e2 a2 g s2) (and' e e1 e2)(doubleton a a1 a2)(goal g a) (forall (p) (iff (inSeq p s) (or (inSeq p s1)(inSeq p s2)))))))),"Collaborative planning activity by agents a1 and a2 is the conjunction of a1's planning to achieve goal g and a2's planning to achieve the same goal g, where the set consisting of a1 and a2 has g as a collective goal. Moreover, the plans in the joint sequence of plans come from one of the agents or the other."
36,36.2,(36.5),(forall (e a1 a2 g s) (iff (assistivePlanning e a1 a2 g s) (exists (e1 e2 g1 s1 s2) (and (planning e1 a1 g1 s1)(planning e2 a2 g s2) (and' e e1 e2)(subgoal g1 g) (forall (p) (iff (inSeq p s) (or (and (assistivePlan p a1 a2 g) (inSeq p s1)) (inSeq p s2)))))))),"Assistive planning is a slightly weaker notion. Here agent a1, who is assisting agent a2, does not necessarily have the goal that both agents achieve goal g, but only that agent a2 achieves g. Agent a1 is satisfied to accomplish a subgoal g1 of g."
36,36.2,(36.6),(forall (e a1 a2 g s) (iff (competitivePlanning e a1 a2 g s) (exists (e1 e2 s1 s2) (and (planning e1 a1 g s1)(planning e2 a2 g s2) (and' e e1 e2) (forall (p) (iff (inSeq p s) (or (and (competitivePlan p a1 a2 g) (inSeq p s1)) (and (competitivePlan p a2 a1 g) (inSeq p s2))))))))),Two agents can also be opposed in their efforts. Competitive planning is where two agents work toward goals that cannot both occur at once.
36,36.2,(36.7),(forall (e a1 a2 g s) (iff (adversarialPlanning e a1 a2 g s) (exists (e1 e2 s1 s2 g1) (and (planning e1 a1 g1 s1)(planning e2 a2 g s2) (and' e e1 e2)(not' g1 g) (forall (p) (iff (inSeq p s) (or (and (adversarialPlan p a1 a2 g) (inSeq p s1)) (inSeq p s2)))))))),Adversarial planning is a stronger notion than competitive planning. It is when one agent a1 has as an active plan that another agent a2 not achieve a goal g.
36,36.2,(36.8),(forall (e a1 a2 g s) (iff (counterPlanning e a1 a2 g s) (exists (p2 g1) (and (plan p2 a2 g)(planning e a1 g1 s)(not' g1 g) (forall (p) (if (inSeq p s)(counterplan p p2 a1 a2 g))))))),"A stronger notion still is when active counterplanning goes on. Agent a1 tries to figure out a2's plan, and then tries to block its success. We can model this by saying that a1 strives to achieve (not g2) where g2 is a subgoal of a2's ultimate goal."
36,36.3,(36.9),(forall (g1 g2 a) (iff (counterfactualSubgoal g1 g2 a) (and (subgoal g1 g2)(not g1) (not (exists (e s) (planning e a g1 s)))))),A counterfactual subgoal is one that does not hold and the agent engages in no planning to make it hold.
36,36.3,(36.10),(forall (e a g1 g2 s) (iff (counterfactualPlanning e a g1 g2 s) (exists (p) (and (planning e a g2 s)(last p s)(subgoalIn g1 p) (counterfactualSubgoal g1 g2 a))))),Counterfactual planning occurs when there is a counterfactual subgoal in the last plan in the sequence of plans that the planning activity produces.
36,36.3,(36.11),(forall (e a1 a2 g1 g2 s) (iff (otherPersonPlanning e a1 a2 g1 g2 s) (and (counterfactualPlanning e a g1 g2 s) (exists (g3) (and (subst a2 g3 a1 g1)(Rexist g3)))))),"A particularly common kind of counterfactual planning is imagining what we would do if we were a different person. The expression (otherPersonPlanning e a1 a2 g1 g2 s) says that e is the activity of agent a1 planning as though property g1, a property of a1, were true, even though it isn't, where the corresponding property g3 of a2 is true."
37,37.1,(37.1),(forall (a g2 p1 p2) (iff (addGoalToPlan a g2 p1 p2) (exists (g1 g) (and (plan p1 a g1)(plan p2 a g)(and' g g1 g2) (subplan p1 p2))))),Agent a adds goal g2 to plan p1 to produce p2. This happens when p2 is a plan to achieve g2 in addition to p1's top-level goal g1 and when the original plan p1 is a subplan of the resulting plan p2.
37,37.1,(37.2),(forall (e1 a p) (iff (planningConstraint e a p) (exists (p2) (addGoalToPlan a e p p2)))),Eventuality e is a constraint on agent a's plan p exactly when a adds e as a goal to p. People often have hard constraints for plans that they would consider to be successful.
37,37.1,(37.3),(forall (a e1 e2 p) (if (prefer a e1 e2 p) (and (agent a)(eventuality e1)(eventuality e2) (exists (g) (plan p a g))))),"The predication (prefer a e1 e2 p) says agent a prefers eventuality e1 to eventuality e2 in carrying out plan p. Agent must be valid, both eventualities must exist, and there must be a plan."
37,37.1,(37.4),(forall (a e1 e2 p) (if (and (prefer a e1 e2 p)(etc)) (exists (e)(and (not' e e1)(imply e2 e))))),"The two eventualities should be incompatible; otherwise there will be no reason to have to choose one over the other. Defeasibly, e2 implies the negation e of e1."
37,37.1,(37.5),(forall (a e1 e2 p s1 s2 s3 s0) (if (and (prefer a e1 e2 p) (cwu s1 a)(eventualitiesOf s2 s1)(subgoalsOf s3 p) (union s0 s2 s3) (possible e1 s0)(etc)) (exists (p2) (addGoalToPlan a e1 p p2)))),"Preferences are 'goals in waiting.' If they do not contradict any real goals and they are otherwise possible, they will normally be adopted as goals. Agent a prefers e1 to e2 while executing plan p, and if e1 is possible given current world understanding and plan subgoals, then e1 will be incorporated as a goal."
37,37.1,(37.6),(forall (a e1 e2 p s1 s2 s3 s0) (if (and (prefer a e1 e2 p) (cwu s1 a)(eventualitiesOf s2 s1)(subgoalsOf s3 p) (union s0 s2 s3) (not (possible e1 s0)) (possible e2 s0)(etc)) (exists (p2) (addGoalToPlan a e2 p p2)))),"In normal usage, we will adopt the dispreferred element if the preferred one is not possible. Lines 1-4 are the same as in the previous axiom. Line 5 says e1 is not possible. Line 6 says that the dispreferred item e2 is possible. Line 8 says that in these circumstances, e2 will be incorporated into the plan."
37,37.1,(37.7),(forall (a e1 e2 p s1 s2 s3 s0 e3 t t1) (if (and (prefer a e1 e2 p) (cwu0 s1 a t)(Now t) (eventualitiesOf s2 s1)(subgoalsOf s3 p) (union s0 s2 s3) (possible e1 s0)(possible e2 s0) (or' e3 e1 e2)(atTime e3 t1)(before t t1)(etc)) (exists (p2 e4) (or (and (not (badFor e1 a))(addGoalToPlan a e1 p p2)) (and (badFor e1 a)(not' e4 e2)(addGoalToPlan a e4 p p2)))))),"We can strengthen the preference axiom in forced choice situations where both options are possible and one is going to occur anyway. If the preferred option is bad for you, then the goal you add is the negation of the dispreferred option. Line 6 says both options are possible. Line 7 says that one of them is going to happen anyway. In line 9 we add the preferred option if it is not bad for us. If it is, then in line 10 we add the negation of the dispreferred option."
37,37.1,(37.8),(forall (a e1 e2 p) (if (prefer a e1 e2 p)(not (prefer a e2 e1 p)))),"Preference is a partial ordering. Hence, it is antisymmetric."
37,37.1,(37.9),(forall (a e1 e2 e3 p) (if (and (prefer a e1 e2 p)(prefer a e2 e3 p)) (prefer a e1 e3 p))),Preference is also transitive.
37,37.1,(37.10),(forall (a e1 p) (iff (prefer0 a e1 p) (exists (e2) (and (not' e2 e1)(prefer a e1 e2 p))))),It will be convenient to have a predicate meaning that the agent prefers a situation e1 to its absence.
37,37.1,(37.11),(forall (e1 e2 a p) (if (and (moreValuable e1 e2 a)(etc)) (prefer a e1 e2 p))),"If e1 is more valuable than e2, then defeasibly a will prefer e1 to e2."
37,37.1,(37.12),(forall (e1e2 a p) (if (and (moreCostly e1 e2 a)(etc)) (prefer a e2 e1 p))),"If e1 is more costly than e2, then defeasibly a will prefer e2 to e1."
37,37.2,(37.13),(forall (a e p) (iff (preferAvoidAction a e p) (exists (e1) (and (not' e1 e)(prefer0 a e1 p))))),An agent a prefers to avoid action e in plan p exactly when a prefers to include its negation in the plan. This captures phrases like 'try to avoid' and 'only as a last resort.'
37,37.3,(37.14),(forall (a e p) (iff (preferEnableEvent a e p) (forall (e1) (if (enable e1 e)(prefer0 a e1 p))))),"One can prefer to work toward plans that enable an event to occur, as in 'set the stage for.'"
37,37.3,(37.15),(forall (a e p) (iff (preferBlockEvent a e p) (forall (e1) (if (prevent e1 e)(prefer0 a e1 p))))),"One can prefer to work toward plans that prevent an event from occurring, as in 'safeguard against.'"
37,37.3,(37.16),(forall (a e p) (iff (preferEnableThreat a e p) (and (preferEnableEvent a e p)(threat0 e a)))),"One can prefer to work toward plans that ensure a threat will actually occur, as in 'set one up to fail.'"
37,37.3,(37.17),(forall (a e p) (iff (preferBlockThreat a e p) (and (preferBlockEvent a e p)(threat0 e a)))),"One can prefer to work toward plans that ensure a threat will not actually occur, as in 'take preemptive action' and 'alleviate the risk.'"
37,37.3,(37.18),(forall (a e p) (iff (preferEnableTransfer a e p) (exists (x y z) (and (move' e x y z)(physobj x) (preferEnableEvent a e p))))),"One can prefer to work toward plans that allow a physical transfer through space, as in 'clear the path' and 'remove obstacles.'"
37,37.3,(37.19),(forall (a e p) (iff (preferBlockTransfer a e p) (exists (x y z) (and (move' e x y z)(physobj x) (preferBlockEvent a e p))))),"One can prefer to work toward plans that prevent a physical transfer through space, as in 'obstruct' and 'prevent from leaving.'"
37,37.3,(37.20),(forall (a b e p) (iff (preferEnableAgency a b e p) (and (agentOf b e)(preferEnableEvent a e p)))),"One can prefer to work toward plans that enable a different agent to act, as in 'make it possible for.'"
37,37.3,(37.21),(forall (a b e p) (iff (preferBlockAgency a b e p) (and (agentOf b e)(preferBlockEvent a e p)))),"One can prefer to work toward plans that block a different agent from acting, as in 'paralyze' and 'keep one on a short leash.'"
37,37.3,(37.22),(forall (a b e p) (iff (preferEnableOtherAgentGoalSatisfaction a b e p) (exists (g1) (and (goal g1 b)(enable e g1) (preferEnableEvent a e p))))),"One can prefer to work toward plans that enable others to achieve their goals, as in 'make someone happy.'"
37,37.3,(37.23),(forall (a b e p) (iff (preferBlockOtherAgentGoalSatisfaction a b e p) (exists (g1) (and (goal g1 b)(enable e g1) (preferBlockEvent a e p))))),"One can prefer to work toward plans that prevent others from achieving their goals, as in 'thwart' and 'derail.'"
37,37.4,(37.24),(forall (a v p) (iff (preferMinimizeValue a v p) (forall (e1 e2 x1 x2 s) (if (and (at' e1 v x1 s)(at' e2 v x2 s) (lts x1 x2 s)) (prefer a e1 e2 p))))),"One can prefer to try to minimize a value that is part of a plan, as illustrated in 'less is more,' 'be conservative,' and 'frugal.' Lines 4-7 specify conditions e1 and e2, saying that e1 is the eventuality of some value v being at point x1 on some scale s, e2 is the eventuality of v being at x2 on s, where x1 is less than x2 on the scale. Under these circumstances, agent a will prefer e1 to e2."
37,37.4,(37.25),(forall (a v p) (iff (preferMaximizeValue a v p) (forall (e1 e2 x1 x2 s) (if (and (at' e1 v x1 s)(at' e2 v x2 s) (lts x2 x1 s)) (prefer a e1 e2 p))))),"One can prefer to try to maximize a value that is part of a plan, as illustrated in the phrases 'bigger is better,' 'as much as possible,' and 'be liberal with.' This definition is the same as the previous one, except x1 and x2 are reversed in line 5."
37,37.4,(37.26),(forall (a p) (iff (preferMinimizeDuration a p) (exists (d u) (and (durationOf d p u) (preferMinimizeValue a d p))))),"Among the values one can seek to minimize or maximize are the durations of activities and events. Thus, one can prefer to try to minimize the overall duration of a plan, as in 'time is of the essence' and 'not waste time.'"
37,37.4,(37.27),(forall (a p) (iff (preferMaximizeDuration a p) (exists (d u) (and (durationOf d p u) (preferMaximizeValue a d p))))),"One can prefer to try to maximize the overall duration of a plan, as in 'prolong' and 'make it last.'"
37,37.5,(37.28),(forall (a x p) (iff (locateThing a x p) (exists (e p2 e1 g) (and (plan p a g)(addGoalToPlan a e p p2)(arg* x e) (imply e e1)(wh' e1 x g))))),"The expression (locateThing a x p) means that agent a instantiates unspecified entity x in plan p. Line 4 says that p is a plan for achieving g and agent a adds to that plan as a constraint a property e of x. Line 5 says that e implies a property e1 that enables x to be identified. Sometimes unspecified things must be instantiated for plans to be complete, as in 'locate,' 'search for,' and 'get one's hands on.'"
37,37.5,(37.29),(forall (a x p) (iff (locateAgent a x p) (and (person x)(locateThing a x p)))),"Sometimes unspecified people must be instantiated for plans to be complete, as in 'find someone to' and 'fill the job.'"
37,37.5,(37.30),(forall (a x p) (iff (locateLocation a x p) (exists (y s e) (and (atLoc y x s)(arg* y e)(subgoalIn e p) (locateThing a x p))))),"Sometimes unspecified locations must be instantiated for plans to be complete, as in 'find a place where.' There is no such thing as a location per se. Something is the location of something else, indicated by the atLoc relation. Thus, to identify a location crucial to the execution of a plan is to recognize or decide upon the location of an entity that is an argument of or is involved in one of the subgoals of the plan."
37,37.6,(37.31),(forall (a p) (iff (preferMaintainPlanProgress a p) (forall (e e1) (if (and (subgoalIn e p)(changeFrom' e1 e)) (exists (e2) (and (not' e2 e1)(prefer0 a e2 p))))))),"One can (and generally does) prefer to work toward plans that maintain the progress that has already been achieved. This is illustrated in the phrases 'avoid backpedaling' and 'keep moving forward.' That is, if e is a subgoal of the plan, agent a prefers not to change it. In cases where a previously achieved state must be undone for the plan to succeed, the preference will be overridden."
38,38.1,(38.1),(forall (e a g s) (iff (planningByInstantiating e a g s) (and (planning e a g s) (forall (p1 p2) (if (successiveElts p1 p2 s) (planInstance p2 p1)))))),"The only way we get from one plan to the next is instantiating entity and eventuality types in the earlier plan. This kind of planning is seen when we engage in near habitual action of giving a waiter our order in a restaurant, where we are taking the general restaurant-ordering script and instantiating it with this waiter and the items on this menu."
38,38.1,(38.2),(forall (e a g s) (iff (planningFromScratch e a g s) (and (planning e a g s) (forall (e0 p1 p2 s1 s2 r1 r2) (if (and (successiveElts' e0 p1 p2 s) (eventualitiesOf s1 p1) (eventualitiesOf s2 p2) (relationsOf r1 p1)(relationsOf r2 p2)) (exists (e1 e2 r r0 e3) (and (member e1 s1)(addElt s2 s1 e2) (causallyInvolved' r e2 e1) (subgoal' r0 e2 e1) (addElt r2 r1 r0)(believe' e3 a r) (cause e3 e0)))))))),"Planning from scratch where we are not instantiating a well-worn script. Rather we are mining our knowledge of what causes what and using basic planning axioms to achieve our goal. p2 is constructed from p1 by adding a subgoal e2 to p1, on the basis of a belief e3 in r that e2 is causally involved in e1."
38,38.1,(38.3),(forall (e a g s) (iff (singleGoalPlanning e a g s) (and (planning e a g s) (not (exists (g1 g2) (and' g g1 g2)))))),People can plan to achieve single goals.
38,38.1,(38.4),(forall (e a g s) (iff (multipleGoalPlanning e a g s) (and (planning e a g s) (exists (g1 g2) (and' g g1 g2))))),People can plan to achieve multiple goals.
38,38.2,(38.5),(forall (a e) (iff (suspendPlanning a e) (exists (g s t) (and (suspend a e t)(Now t)(planning e a g s))))),"People can suspend a planning process, as seen in the expressions 'hold off on the details' and 'put aside the plan.'"
38,38.2,(38.6),(forall (a e) (iff (resumePlanning a e) (exists (g s t) (and (resume a e t)(Now t)(planning e a g s))))),"People can resume working on a plan after they have suspended the planning process, as seen in the expressions 'finish the plan' and 'take up the plan again.'"
38,38.2,(38.7),(forall (a e) (iff (abortPlanning a e) (exists (g s t) (and (abort a e t)(Now t)(planning e a g s))))),"People can decide to abandon a planning process, as in 'stop planning' and 'give up on the plan.'"
38,38.2,(38.8),(forall (e1 a p g) (iff (replan' e1 a p g) (exists (e s t)(and (planning e a g s)(restart' e1 a e t)(Now t))))),"The planning process can be restarted, as seen in 'start from scratch,' 'back to the drawing board' and 'try a different approach.'"
38,38.2,(38.9),(forall (e1 a p1 p g) (iff (replanSubplan' e1 a p1 p g) (exists (g1) (and (replan' e1 a p1 g1)(plan p a g)(plan p1 a g1) (subgoal g1 g))))),"Since a subplan of a plan, to achieve a subgoal, is itself a plan, this can also be restarted. We see this in the phrases 'patch the plan,' 'fix part of the plan,' and 'rework a step.'"
38,38.3,(38.10),(forall (e a g s p1 p2) (if (and (planning e a g s)(successiveElts p1 p2 s)) (iff (specifyPlan e a g s p1 p2) (planInstancePlus p2 p1)))),"During planning, people can add detail to a plan in development, as seen in the expressions 'flesh out the details' and 'be specific about the plan.' For example, we may have a plan to eat at McDonald's. When we walk into McDonald's, we make our plan more specific by choosing a specific register."
38,38.3,(38.11),(forall (e a g s p1 p2) (if (and (planning e a g s)(successiveElts p1 p2 s)) (iff (addSubplan e a g s p1 p2) (exists (s1 s2 s3 g1 p3) (and (eventualitiesOf s1 p1)(eventualitiesOf s2 p2) (setdiff s3 s2 s1)(subgoalIn g1 p1) (plan p3 a g1)(eventualitiesOf s3 p3) (forall (g2) (if (member g2 s3)(subgoalIn g2 p3)))))))),"People can add a subplan to a plan, as in the expressions 'add a step,' 'addendum to the plan,' and 'put a part in the plan.' Agent a has moved from plan p1 to the next plan p2 by adding a subplan (p3) to achieve a subgoal (g1) of g."
38,38.3,(38.12),(forall (e a g s p1 p2) (if (and (planning e a g s)(successiveElts p1 p2 s)) (iff (removeSubplan e a g s p1 p2) (exists (s1 s2 s3 g1 p3) (and (eventualitiesOf s1 p1)(eventualitiesOf s2 p2) (setdiff s3 s1 s2)(subgoalIn g1 p2) (plan p3 a g1)(eventualitiesOf s3 p3) (forall (g2) (if (member g2 s3) (subgoalIn g2 p3)))))))),"During planning people can remove a subplan from the plan in development, as in the expressions 'remove a step' and 'simplify the plan.' This definition is like that for addSubplan, but with the arguments of setdiff reversed."
38,38.3,(38.13),(forall (e a g s p1 p2) (if (and (planning e a g s)(successiveElts p1 p2 s)) (iff (identifyPrecondition e a g s p1 p2) (exists (s1 s2 s3 g1 g2) (and (eventualitiesOf s1 p1)(eventualitiesOf s2 p2) (setdiff s3 s2 s1)(member g1 s1)(member g2 s3) (enable g2 g1)))))),"During planning, people can notice that the goal or a subgoal has a precondition, as in 'realize we first need to' and 'see a necessary step.' g2 is the new subgoal of g1 that was realized to be a precondition of g1 in p1."
38,38.3,(38.14),(forall (e a g s p1 p2) (if (and (planning e a g s)(successiveElts p1 p2 s)) (iff (selectSubplan e a g s p1 p2) (exists (s1 s2 e0 e1 e2) (and (eventualitiesOf s1 p1)(eventualitiesOf s2 p2) (or' e0 e1 e2) (or (replaceElt s2 s1 e0 e1) (replaceElt s2 s1 e0 e2))))))),"During planning, people often make selections among alternative subplans. That is, they replace a disjunction with one of its disjuncts. This is seen in the expressions 'choose a step' and 'select an action.' e0 is a disjunction of eventualities e1 and e2, and the difference between successive plans is that e0 is replaced by e1 or e2."
38,38.3,(38.15),(forall (e a g s p1 p2) (if (and (planning e a g s)(successiveElts p1 p2 s)) (iff (orderSubplans e a g s p1 p2) (exists (s1 s2 s3 g1 g2 e0) (and (eventualitiesOf s1 p1)(eventualitiesOf s2 p2) (setdiff s3 s2 s1)(member g1 s1)(member g2 s1) (before' e0 g1 g2)(member e0 s3)))))),"People often decide during planning what order they should achieve the subgoals in, as seen in the expressions 'first things first' and 'figure out the order.' This amounts to adding temporal detail, that is, a before relation. g1 and g2 are subgoals in plan p1 and what is new in plan p2 is the before relation between them."
38,38.4,(38.16),(forall (x a g) (iff (obstacle x a g) (exists (e e1) (and (or (cause x e)(and (arg* x e1)(cause e1 e))) (not' e g)(goal g a))))),"An obstacle is something that causes a goal not to occur. Other words for this are 'barrier,' 'impediment,' and 'impasse.' Entity x is an obstacle to agent a's achieving goal g. It can either be x itself or one of its properties e1 that can cause the goal not to occur."
38,38.4,(38.17),(forall (a x g) (iff (overcomeObstacle a x g) (exists (e0 e) (and (obstacle' e0 x a g)(cause a e)(not' e e0) (enable e g))))),"To overcome an obstacle is to cause it not to occur in a way that is consistent with the goal being achieved. Essentially, the elimination of an obstacle is the satisfaction of a precondition. The agent causes the obstacle not to exist as an obstacle."
38,38.4,(38.18),(forall (x a p g) (iff (planningProblem x a p g) (exists (e) (and (obstacle x a g)(overcomeObstacle' e a x g) (plan p a g)(subgoalIn e p))))),"People see these obstacles as problems that must be overcome in their plans. The concept is exemplified in language in 'challenge,' 'dilemma,' 'sticky situation,' and 'something must be done.'"
38,38.4,(38.19),(forall (e p a x g e1) (if (and (plan p a g)(planningProblem x a p g) (overcomeObstacle' e a x g)) (planningOption e p))),One kind of planning option is the overcoming of an obstacle.
38,38.5,(38.20),(forall (p a g) (iff (candidatePlan p a g) (exists (e s c t) (and (planning e a g s)(member p s)(inFocus p a) (executable p a c t)(Now t))))),"A candidate plan is a plan that the agent has in focus and is executable now with respect to a set c of constraints. An agent may construct several possible plans to achieve a goal, and then must select among these candidate plans for a plan to execute."
38,38.5,(38.21),(forall (a p g) (iff (successfulPlanning e a p g) (exists (e1 s) (and (planning e a g s)(cause e e1) (candidatePlan' e1 p a g))))),Agents can successfully construct a plan to achieve a goal.
38,38.5,(38.22),(forall (a p g) (iff (planningFailure e a g) (and (planning e a g s) (not (exists (p) (and (member p s)(candidatePlan p a g))))))),Agents can fail to construct a plan to achieve a goal.
38,38.5,(38.23),(forall (a p g d) (iff (assessPlan a p g d) (exists (e e1) (and (cause' e p g)(gbel' e1 a e d)(changeTo e1))))),Agents can assess candidate plans to determine which are most likely to achieve the goal. To assess a plan is to come to a belief about how certain the plan is to achieve the goal. Agent a assesses plan p for achieving goal g and has degree of belief d in its success.
38,38.5,(38.24),(forall (a p g) (iff (selectCandidatePlan a p g) (exists (d0) (and (assessPlan a p g d0) (forall (p1 d1) (if (and (candidatePlan p1 a g) (assessPlan a p1 g d1)) (leq d1 d0))) (decideTo a p))))),"When they behave rationally, agents select from among the candidate plans the plan that is assessed to be the most likely to succeed."
38,38.5,(38.25),(forall (a p1 g) (if (selectCandidatePlan a p1 g) (exists (p2) (schedulePlan a p1 p2)))),"A plan that is selected is scheduled, that is, is assigned a time to be executed. Agent a adds a schedule to plan p1, yielding plan p2."
38,38.5,(38.26),(forall (p p1 a g) (if (and (candidatePlan p a g)(candidatePlan p1 a g)(nequal p p1) (decideTo a p)) (not (decideTo a p1)))),Candidate plans that are not selected will not be executed.
39,39.1,(39.1),(forall (a p1 g1 p2 g2) (iff (tweak a p1 g1 p2 g2) (exists (e1 e2 s1 s2 e3 e4) (and (plan p1 a g1)(plan p2 a g2) (change e3 e4) (ecs' e3 p1 a)(ecs' e4 p2 a) (subgoalsOf s1 p1)(subgoalsOf s2 p2) (replaceElt s2 s1 e1 e2) (similar g1 g2)(similar e1 e2))))),"Agent a tweaks plan p1 for achieving goal g1 into plan p2 for achieving goal g2 by replacing one step e1 in p1 with a similar step e2, where the goals are similar. For example, going to a restaurant where you pay before eating rather than after - you retrieve your standard restaurant plan and tweak it by changing the order of events."
39,39.1,(39.2),(forall (e a p1 g1 p2 g2 s) (iff (planAdaptation e a p1 g1 p2 g2 s) (and (planning e a g2 s)(plan p1 a g1)(plan p2 a g2) (first p1 s)(last p2 s) (forall (p3 p4) (if (successiveElts p3 p4 s) (exists (g3 g4) (tweak a p3 g3 p4 g4))))))),"Plan adaptation is a planning activity in which every step is a tweak. Activity e is agent a adapting plan p1 for achieving g1 into plan p2 for achieving g2, producing a sequence of partial plans s that starts with p1 and ends with p2."
39,39.1,(39.3),(forall (e a p1) (iff (retrievePlan' e a p1) (exists (g1) (and (plan p1 a g1)(retrieve' e a p1))))),"The first step of plan adaptation is retrieving the source plan from memory. Phrases signaling plan retrieval include 'remember how to,' 'consider an approach,' 'recall a technique,' and 'pull from the playbook.'"
39,39.1,(39.4),(forall (e a p1 g1 p2 g2 s) (iff (modifyCurrentlyExecutingPlan e a p1 g1 p2 g2 s) (exists (p) (and (planAdaptation e a p1 g1 p2 g2 s)(subgoalIn g1 p) (thePlan p a))))),The plan the agent adapts could be the plan currently being executed. thePlan is the plan currently being executed (from Chapter 31).
39,39.2,(39.5),(forall (e a p1 g1 p2 g2 s) (iff (futurePlanModification e a p1 g1 p2 g2 s) (exists (p) (and (planAdaptation e a p1 g1 p2 g2 s) (not (subgoalIn g1 p)) (thePlan p a))))),The plan the agent is adapting could be a plan that has not yet begun to be executed. The goal that is the starting point of the adaptation is not a subgoal in the plan currently being executed.
39,39.2,(39.6),(forall (a p1 g1 p2 g2) (iff (modifyPlanValue a v p1 g1 p2 g2) (exists (e1 e2 s1 s2 e3 e4) (and (plan p1 a g1)(plan p2 a g2) (change e3 e4) (ecs' e3 p1 a)(ecs' e4 p2 a) (subgoalsOf s1 p1)(subgoalsOf s2 p2) (replaceElt s2 s1 e1 e2) (exists (x1 x2 s) (at' e1 v x1 s)(at' e2 v x2 s)) (similar g1 g2)(similar e1 e2))))),"Retrieved plans can be modified by changing values in a plan, as seen in 'use more,' 'do it with more,' 'try increasing,' and 'correct for.' This means e1 and e2 are at relations of the same external entity v being at different points x1 and x2 in some system s."
39,39.2,(39.7),(forall (a1 p1 g1 a p2 g2) (iff (modifyPlanAgency a1 p1 g1 a p2 g2) (exists (e1 e2 s1 s2 e3 e4) (and (plan p1 a1 g1)(plan p2 a g2) (change e3 e4) (ecs' e3 p1 a)(ecs' e4 p2 a) (subgoalsOf s1 p1)(subgoalsOf s2 p2) (subst a s2 a1 s1))))),"Retrieved plans can be modified by changing the agent who executes a plan, as seen in 'stand in for,' 'play the role of,' 'fill in for,' 'take over for,' and 'what would Jesus do?' This extends tweaking from own previous plans to plans of others. Agent a1 in plan p1 is changed to a to yield plan p2."
39,39.3,(39.8),(forall (c e) (iff (adaptationCost c e) (exists (a p1 g1 p2 g2 s) (and (planAdaptation e a p1 g1 p2 g2 s)(card c s))))),"One measure of difficulty is the number of substitutions needed in plan p1 to arrive at p2. By the theory of envisioning, a substitution is one step in the envisioning process. People judge adaptation difficulty as illustrated by 'difficult to apply,' 'complex application of,' and 'straightforward modification.'"
39,39.3,(39.9),(forall (e a p1 g1 p2 g2 s) (iff (successfulAdaptation e a p1 g1 p2 g2 s) (exists (c t) (and (planAdaptation e a p1 g1 p2 g2 s)(succeed a e) (executable p2 a c t)(cwu c a)(Now t))))),The process of plan adaptation is successful when a new plan is created. Seen in 'successful application of' and 'thoroughly reworked the plan.' A successful adaptation is one where the agent succeeds in finding a final plan that is executable by the agent.
39,39.3,(39.10),(forall (e a p1 g1 g2 s) (iff (failedAdaptation e a p1 g1 g2 s) (not (exists (p2) (and (planAdaptation e a p1 g1 p2 g2 s) (succeed a e)(executable p2 a c t)(cwu c a)(Now t)))))),"The process of plan adaptation can fail when a new plan cannot be created from an old one. The expressions 'not applicable here,' 'unsalvageable plan,' and 'not serve one's purposes' are about this concept."
40,40.1,(40.1),(forall (x) (if (artifact x) (and (compositeEntity x) (exists (f p a1 a2) (and (functionality0 f x)(plan p a1 f)(agent a1) (planFor p x) (cause a2 e0)(Rexist' e0 x)(agent a2) (forall (y) (if (componentOf y x) (exists (e1) (and (subgoalIn e1 p)(arg* y e1))))) (forall (r) (if (relationOf r x) (subgoalIn r p)))))))),"Artifacts are composite entities with functionality. One can find a plan such that the components of the artifact are arguments of subgoals in the plan, and the relations among components are subgoals in the plan. There is an artificer - agents who designed the artifact and agents who brought it into existence. Coffee cup example: components (cup, handle) and relations (attached) occur in the plan for moving coffee."
40,40.1,(40.2),(forall (x) (iff (artifact1 x)(and (artifact x)(physobj x)))),"A more specialized predicate for physical artifacts. Usually when we talk about artifacts, we have in mind physical objects, but as defined here, an artifact can be a physical object, an organization, a theory, or any other kind of human-made functional composite entity."
